order,lam,flux,mask
0,6819.69371177082,0.9873422,False
0,6819.71790226915,0.988642,False
0,6819.74209276749,0.9898469,False
0,6819.76628326582,0.9902803,False
0,6819.79047376416,0.9924054,False
0,6819.8146642625,0.9994007,False
0,6819.83885476083,1.006667,False
0,6819.86304525917,1.009365,False
0,6819.8872357575,1.007254,False
0,6819.91142625584,1.004176,False
0,6819.93561675418,0.9992955,False
0,6819.95980725251,0.9953971,False
0,6819.98399775085,0.9968112,False
0,6820.00818824918,0.999781,False
0,6820.03237874752,0.9999557,False
0,6820.05656924586,0.9962628,False
0,6820.08075974419,0.9911218,False
0,6820.10495024253,0.9875037,False
0,6820.12914074086,0.9866363,False
0,6820.1533312392,0.9889456,False
0,6820.17752173754,0.9939164,False
0,6820.20171223587,0.9986441,False
0,6820.22590273421,1.000784,False
0,6820.25009323254,1.000522,False
0,6820.27428373088,0.9991871,False
0,6820.29847422922,0.9949118,False
0,6820.32266472755,0.9877062,False
0,6820.34685522589,0.9781067,False
0,6820.37104572422,0.9657278,False
0,6820.39523622256,0.9498816,False
0,6820.41942672089,0.9304685,False
0,6820.44361721923,0.9082625,False
0,6820.46780771757,0.8883045,False
0,6820.4919982159,0.8865929,False
0,6820.51618871424,0.902544,False
0,6820.54037921258,0.9252551,False
0,6820.56456971091,0.9466789,False
0,6820.58876020925,0.9667394,False
0,6820.61295070758,0.9812112,False
0,6820.63714120592,0.9860199,False
0,6820.66133170426,0.9844083,False
0,6820.68552220259,0.9884582,False
0,6820.70971270093,1.000804,False
0,6820.73390319926,1.013009,False
0,6820.7580936976,1.014533,False
0,6820.78228419594,1.008247,False
0,6820.80647469427,1.001043,False
0,6820.83066519261,0.9979523,False
0,6820.85485569094,0.9992356,False
0,6820.87904618928,1.000214,False
0,6820.90323668762,0.9977956,False
0,6820.92742718595,0.9940165,False
0,6820.95161768429,0.9943008,False
0,6820.97580818262,0.9963428,False
0,6820.99999868096,0.9963759,False
0,6821.0241891793,0.9938192,False
0,6821.04837967763,0.9920762,False
0,6821.07257017597,0.9924049,False
0,6821.0967606743,0.9918838,False
0,6821.12095117264,0.9876803,False
0,6821.14514167098,0.9825719,False
0,6821.16933216931,0.9812504,False
0,6821.19352266765,0.9844987,False
0,6821.21771316598,0.9892803,False
0,6821.24190366432,0.9930161,False
0,6821.26609416266,0.9963738,False
0,6821.29028466099,1.00124,False
0,6821.31447515933,1.007305,False
0,6821.33866565767,1.010008,False
0,6821.362856156,1.007425,False
0,6821.38704665434,1.00233,False
0,6821.41123715267,0.9998233,False
0,6821.43542765101,1.002172,False
0,6821.45961814934,1.005148,False
0,6821.48380864768,1.005669,False
0,6821.50799914602,1.004762,False
0,6821.53218964435,1.00399,False
0,6821.55638014269,1.002501,False
0,6821.58057064102,0.999693,False
0,6821.60476113936,0.9975851,False
0,6821.6289516377,1.000553,False
0,6821.65314213603,1.006299,False
0,6821.67733263437,1.008224,False
0,6821.7015231327,1.001826,False
0,6821.72571363104,0.9912696,False
0,6821.74990412938,0.9838417,False
0,6821.77409462771,0.9834785,False
0,6821.79828512605,0.9878881,False
0,6821.82247562438,0.9915515,False
0,6821.84666612272,0.9943472,False
0,6821.87085662106,0.9978917,False
0,6821.89504711939,1.00163,False
0,6821.91923761773,1.004518,False
0,6821.94342811606,1.00669,False
0,6821.9676186144,1.009122,False
0,6821.99180911274,1.012522,False
0,6822.01599961107,1.016248,False
0,6822.04019010941,1.018063,False
0,6822.06438060774,1.016187,False
0,6822.08857110608,1.010884,False
0,6822.11276160442,1.003698,False
0,6822.13695210275,0.9956996,False
0,6822.16114260109,0.9890637,False
0,6822.18533309942,0.9873554,False
0,6822.20952359776,0.9901534,False
0,6822.2337140961,0.993099,False
0,6822.25790459443,0.9919124,False
0,6822.28209509277,0.9869438,False
0,6822.30628559111,0.98449,False
0,6822.33047608944,0.989608,False
0,6822.35466658778,1.000669,False
0,6822.37885708611,1.009106,False
0,6822.40304758445,1.009836,False
0,6822.42723808279,1.004002,False
0,6822.45142858112,0.9968885,False
0,6822.47561907946,0.9931535,False
0,6822.49980957779,0.9920133,False
0,6822.52400007613,0.9922392,False
0,6822.54819057447,0.9941321,False
0,6822.5723810728,0.9985168,False
0,6822.59657157114,1.003945,False
0,6822.62076206947,1.007863,False
0,6822.64495256781,1.009378,False
0,6822.66914306615,1.010928,False
0,6822.69333356448,1.011832,False
0,6822.71752406282,1.008073,False
0,6822.74171456115,0.9971253,False
0,6822.76590505949,0.9839483,False
0,6822.79009555782,0.9772903,False
0,6822.81428605616,0.9809493,False
0,6822.8384765545,0.9902344,False
0,6822.86266705283,0.9952289,False
0,6822.88685755117,0.9936329,False
0,6822.91104804951,0.9900043,False
0,6822.93523854784,0.9905667,False
0,6822.95942904618,0.996887,False
0,6822.98361954451,1.003726,False
0,6823.00781004285,1.004358,False
0,6823.03200054119,0.9981618,False
0,6823.05619103952,0.9956346,False
0,6823.08038153786,1.000237,False
0,6823.10457203619,1.007702,False
0,6823.12876253453,1.011551,False
0,6823.15295303287,1.010755,False
0,6823.1771435312,1.00998,False
0,6823.20133402954,1.01282,False
0,6823.22552452787,1.017583,False
0,6823.24971502621,1.019891,False
0,6823.27390552455,1.017465,False
0,6823.29809602288,1.011177,False
0,6823.32228652122,1.003552,False
0,6823.34647701955,0.9955534,False
0,6823.37066751789,0.9900775,False
0,6823.39485801623,0.9900565,False
0,6823.41904851456,0.9957019,False
0,6823.4432390129,1.003633,False
0,6823.46742951123,1.010051,False
0,6823.49162000957,1.013653,False
0,6823.51581050791,1.015673,False
0,6823.54000100624,1.01478,False
0,6823.56419150458,1.011103,False
0,6823.58838200291,1.005996,False
0,6823.61257250125,1.000853,False
0,6823.63676299958,0.99748,False
0,6823.66095349792,0.9975358,False
0,6823.68514399626,0.9997006,False
0,6823.70933449459,0.9994476,False
0,6823.73352499293,0.9977903,False
0,6823.75771549127,0.9980353,False
0,6823.7819059896,1.001572,False
0,6823.80609648794,1.005488,False
0,6823.83028698628,1.005331,False
0,6823.85447748461,1.002597,False
0,6823.87866798294,1.002138,False
0,6823.90285848128,1.005052,False
0,6823.92704897962,1.007677,False
0,6823.95123947796,1.00651,False
0,6823.97542997629,1.001496,False
0,6823.99962047463,0.9963722,False
0,6824.02381097296,0.9946137,False
0,6824.0480014713,0.9966906,False
0,6824.07219196963,1.000606,False
0,6824.09638246797,1.004263,False
0,6824.12057296631,1.005827,False
0,6824.14476346464,1.004562,False
0,6824.16895396298,1.001263,False
0,6824.19314446131,0.9979457,False
0,6824.21733495965,0.9956825,False
0,6824.24152545799,0.9934545,False
0,6824.26571595632,0.9912947,False
0,6824.28990645466,0.9946238,False
0,6824.31409695299,1.004751,False
0,6824.33828745133,1.014278,False
0,6824.36247794967,1.014085,False
0,6824.386668448,1.008158,False
0,6824.41085894634,1.001557,False
0,6824.43504944467,0.9996388,False
0,6824.45923994301,1.005795,False
0,6824.48343044135,1.016791,False
0,6824.50762093968,1.023854,False
0,6824.53181143802,1.02142,False
0,6824.55600193635,1.012614,False
0,6824.58019243469,1.007119,False
0,6824.60438293303,1.007374,False
0,6824.62857343136,1.009233,False
0,6824.6527639297,1.007276,False
0,6824.67695442803,1.000185,False
0,6824.70114492637,0.9910107,False
0,6824.72533542471,0.9856007,False
0,6824.74952592304,0.9887549,False
0,6824.77371642138,0.9986883,False
0,6824.79790691972,1.006576,False
0,6824.82209741805,1.005025,False
0,6824.84628791639,0.9962604,False
0,6824.87047841472,0.9937261,False
0,6824.89466891306,0.9950628,False
0,6824.91885941139,0.9943596,False
0,6824.94304990973,0.9959823,False
0,6824.96724040807,1.00075,False
0,6824.9914309064,1.004105,False
0,6825.01562140474,1.000869,False
0,6825.03981190307,0.9919035,False
0,6825.06400240141,0.9877676,False
0,6825.08819289975,0.9943812,False
0,6825.11238339808,1.007428,False
0,6825.13657389642,1.015337,False
0,6825.16076439475,1.011513,False
0,6825.18495489309,1.000103,False
0,6825.20914539142,0.9910633,False
0,6825.23333588976,0.9904519,False
0,6825.2575263881,0.9931503,False
0,6825.28171688643,0.9956741,False
0,6825.30590738477,0.9990525,False
0,6825.33009788311,1.004798,False
0,6825.35428838144,1.01106,False
0,6825.37847887978,1.01423,False
0,6825.40266937811,1.013506,False
0,6825.42685987645,1.013246,False
0,6825.45105037479,1.009682,False
0,6825.47524087312,1.000687,False
0,6825.49943137146,0.9901487,False
0,6825.5236218698,0.9851527,False
0,6825.54781236813,0.9868749,False
0,6825.57200286647,0.9911607,False
0,6825.5961933648,0.9932967,False
0,6825.62038386314,0.9936747,False
0,6825.64457436147,0.9943643,False
0,6825.66876485981,0.9964457,False
0,6825.69295535815,0.9988582,False
0,6825.71714585648,0.9992331,False
0,6825.74133635482,0.9966936,False
0,6825.76552685315,0.9932673,False
0,6825.78971735149,0.9926571,False
0,6825.81390784983,0.9968006,False
0,6825.83809834816,1.003385,False
0,6825.8622888465,1.007393,False
0,6825.88647934483,1.005239,False
0,6825.91066984317,0.9993911,False
0,6825.93486034151,0.9952973,False
0,6825.95905083984,0.9947402,False
0,6825.98324133818,0.994238,False
0,6826.00743183651,0.9910666,False
0,6826.03162233485,0.9868693,False
0,6826.05581283319,0.9859127,False
0,6826.08000333152,0.9913907,False
0,6826.10419382986,1.001672,False
0,6826.1283843282,1.006648,False
0,6826.15257482653,1.001026,False
0,6826.17676532487,0.9921207,False
0,6826.2009558232,0.9901015,False
0,6826.22514632154,0.9925126,False
0,6826.24933681987,0.992953,False
0,6826.27352731821,0.9914576,False
0,6826.29771781655,0.9917539,False
0,6826.32190831488,0.9952437,False
0,6826.34609881322,1.000164,False
0,6826.37028931156,1.003657,False
0,6826.39447980989,1.004997,False
0,6826.41867030823,1.00459,False
0,6826.44286080656,1.003436,False
0,6826.4670513049,1.002488,False
0,6826.49124180324,1.001304,False
0,6826.51543230157,1.000162,False
0,6826.53962279991,1.000395,False
0,6826.56381329824,1.002992,False
0,6826.58800379658,1.005064,False
0,6826.61219429491,1.003589,False
0,6826.63638479325,0.9978126,False
0,6826.66057529159,0.9896333,False
0,6826.68476578992,0.9810889,False
0,6826.70895628826,0.9747502,False
0,6826.73314678659,0.9743522,False
0,6826.75733728493,0.9833195,False
0,6826.78152778327,0.9945429,False
0,6826.8057182816,1.005033,False
0,6826.82990877994,1.016934,False
0,6826.85409927827,1.029574,False
0,6826.87828977661,1.037435,False
0,6826.90248027495,1.035163,False
0,6826.92667077328,1.023363,False
0,6826.95086127162,1.011075,False
0,6826.97505176995,1.005838,False
0,6826.99924226829,1.008568,False
0,6827.02343276663,1.014046,False
0,6827.04762326496,1.016051,False
0,6827.0718137633,1.012848,False
0,6827.09600426163,1.007367,False
0,6827.12019475997,1.003673,False
0,6827.14438525831,1.002066,False
0,6827.16857575664,1.00156,False
0,6827.19276625498,1.000683,False
0,6827.21695675332,0.9980218,False
0,6827.24114725165,0.9926745,False
0,6827.26533774999,0.9852099,False
0,6827.28952824832,0.9806037,False
0,6827.31371874666,0.984728,False
0,6827.33790924499,0.9948496,False
0,6827.36209974333,1.003655,False
0,6827.38629024167,1.004767,False
0,6827.41048074,0.9967989,False
0,6827.43467123834,0.983898,False
0,6827.45886173668,0.9717337,False
0,6827.48305223501,0.965033,False
0,6827.50724273335,0.9653429,False
0,6827.53143323168,0.9691224,False
0,6827.55562373002,0.9718711,False
0,6827.57981422836,0.9722983,False
0,6827.60400472669,0.9728901,False
0,6827.62819522503,0.9746764,False
0,6827.65238572336,0.9751427,False
0,6827.6765762217,0.9724907,False
0,6827.70076672003,0.9691303,False
0,6827.72495721837,0.9692261,False
0,6827.74914771671,0.974403,False
0,6827.77333821504,0.9829264,False
0,6827.79752871338,0.9916891,False
0,6827.82171921172,1.000356,False
0,6827.84590971005,1.007742,False
0,6827.87010020839,1.011731,False
0,6827.89429070672,1.010942,False
0,6827.91848120506,1.006892,False
0,6827.94267170339,1.003754,False
0,6827.96686220173,1.003346,False
0,6827.99105270007,1.001886,False
0,6828.0152431984,0.997364,False
0,6828.03943369674,0.9905992,False
0,6828.06362419507,0.9840603,False
0,6828.08781469341,0.9797347,False
0,6828.11200519175,0.9774172,False
0,6828.13619569008,0.9758626,False
0,6828.16038618842,0.9742293,False
0,6828.18457668676,0.9730635,False
0,6828.20876718509,0.9742615,False
0,6828.23295768343,0.9783086,False
0,6828.25714818176,0.9827054,False
0,6828.2813386801,0.9829393,False
0,6828.30552917844,0.9793607,False
0,6828.32971967677,0.975144,False
0,6828.35391017511,0.9726883,False
0,6828.37810067344,0.9709643,False
0,6828.40229117178,0.9699982,False
0,6828.42648167012,0.9726837,False
0,6828.45067216845,0.980957,False
0,6828.47486266679,0.989852,False
0,6828.49905316512,0.9950612,False
0,6828.52324366346,0.9935377,False
0,6828.5474341618,0.9839513,False
0,6828.57162466013,0.9671646,False
0,6828.59581515847,0.9447747,False
0,6828.6200056568,0.9168646,False
0,6828.64419615514,0.8839445,False
0,6828.66838665347,0.8528793,False
0,6828.69257715181,0.8363941,False
0,6828.71676765015,0.8423809,False
0,6828.74095814848,0.8676509,False
0,6828.76514864682,0.9010852,False
0,6828.78933914516,0.9354935,False
0,6828.81352964349,0.966745,False
0,6828.83772014183,0.9935429,False
0,6828.86191064016,1.021778,False
0,6828.8861011385,1.048721,False
0,6828.91029163684,1.063873,False
0,6828.93448213517,1.058296,False
0,6828.95867263351,1.037486,False
0,6828.98286313184,1.018374,False
0,6829.00705363018,1.011703,False
0,6829.03124412852,1.012828,False
0,6829.05543462685,1.014775,False
0,6829.07962512519,1.012027,False
0,6829.10381562352,1.002338,False
0,6829.12800612186,0.9880497,False
0,6829.1521966202,0.9784464,False
0,6829.17638711853,0.9755814,False
0,6829.20057761687,0.9771264,False
0,6829.2247681152,0.9826388,False
0,6829.24895861354,0.9919404,False
0,6829.27314911188,1.003054,False
0,6829.29733961021,1.012778,False
0,6829.32153010855,1.0183,False
0,6829.34572060688,1.017447,False
0,6829.36991110522,1.012181,False
0,6829.39410160355,1.007205,False
0,6829.41829210189,1.005988,False
0,6829.44248260023,1.007318,False
0,6829.46667309856,1.006306,False
0,6829.4908635969,1.00179,False
0,6829.51505409524,1.000799,False
0,6829.53924459357,1.003447,False
0,6829.56343509191,1.006668,False
0,6829.58762559024,1.008427,False
0,6829.61181608858,1.010111,False
0,6829.63600658692,1.014165,False
0,6829.66019708525,1.017166,False
0,6829.68438758359,1.013047,False
0,6829.70857808192,1.001868,False
0,6829.73276858026,0.991015,False
0,6829.7569590786,0.9883362,False
0,6829.78114957693,0.9955,False
0,6829.80534007527,1.005274,False
0,6829.82953057361,1.007776,False
0,6829.85372107194,1.00324,False
0,6829.87791157028,0.9997964,False
0,6829.90210206861,0.9995129,False
0,6829.92629256695,1.000573,False
0,6829.95048306528,1.000478,False
0,6829.97467356362,0.997645,False
0,6829.99886406196,0.9913931,False
0,6830.02305456029,0.9910273,False
0,6830.04724505863,0.9990613,False
0,6830.07143555696,1.007212,False
0,6830.0956260553,1.010024,False
0,6830.11981655364,1.009223,False
0,6830.14400705197,1.007881,False
0,6830.16819755031,1.006863,False
0,6830.19238804864,1.007378,False
0,6830.21657854698,1.007327,False
0,6830.24076904532,1.004911,False
0,6830.26495954365,1.001176,False
0,6830.28915004199,0.9985536,False
0,6830.31334054032,0.9974396,False
0,6830.33753103866,0.9971239,False
0,6830.361721537,0.9971306,False
0,6830.38591203533,0.9972535,False
0,6830.41010253367,0.9963654,False
0,6830.434293032,0.9942434,False
0,6830.45848353034,0.9928535,False
0,6830.48267402868,0.9950691,False
0,6830.50686452701,0.9977828,False
0,6830.53105502535,0.9983619,False
0,6830.55524552368,0.9994066,False
0,6830.57943602202,1.001011,False
0,6830.60362652036,1.00261,False
0,6830.62781701869,1.004317,False
0,6830.65200751703,1.006999,False
0,6830.67619801537,1.009692,False
0,6830.7003885137,1.012569,False
0,6830.72457901204,1.014707,False
0,6830.74876951037,1.012598,False
0,6830.77296000871,1.006186,False
0,6830.79715050704,0.9989616,False
0,6830.82134100538,0.994024,False
0,6830.84553150372,0.9904001,False
0,6830.86972200205,0.9844168,False
0,6830.89391250039,0.9789698,False
0,6830.91810299872,0.9805583,False
0,6830.94229349706,0.990722,False
0,6830.9664839954,1.003712,False
0,6830.99067449373,1.011212,False
0,6831.01486499207,1.008585,False
0,6831.03905549041,0.9990507,False
0,6831.06324598874,0.9899222,False
0,6831.08743648708,0.9854952,False
0,6831.11162698541,0.9849503,False
0,6831.13581748375,0.9849887,False
0,6831.16000798208,0.9851344,False
0,6831.18419848042,0.9896508,False
0,6831.20838897876,1.000714,False
0,6831.23257947709,1.009764,False
0,6831.25676997543,1.011189,False
0,6831.28096047377,1.006252,False
0,6831.3051509721,1.001096,False
0,6831.32934147044,1.000678,False
0,6831.35353196877,1.002431,False
0,6831.37772246711,1.003675,False
0,6831.40191296545,1.004385,False
0,6831.42610346378,1.003451,False
0,6831.45029396212,1.001627,False
0,6831.47448446045,1.000687,False
0,6831.49867495879,1.001189,False
0,6831.52286545713,1.000363,False
0,6831.54705595546,0.9971165,False
0,6831.5712464538,0.9943789,False
0,6831.59543695213,0.9965932,False
0,6831.61962745047,1.002788,False
0,6831.64381794881,1.008207,False
0,6831.66800844714,1.009414,False
0,6831.69219894548,1.007435,False
0,6831.71638944381,1.006232,False
0,6831.74057994215,1.009142,False
0,6831.76477044048,1.015773,False
0,6831.78896093882,1.021907,False
0,6831.81315143716,1.023689,False
0,6831.83734193549,1.021161,False
0,6831.86153243383,1.017464,False
0,6831.88572293216,1.015206,False
0,6831.9099134305,1.011221,False
0,6831.93410392884,1.00538,False
0,6831.95829442717,1.00117,False
0,6831.98248492551,1.002404,False
0,6832.00667542385,1.008867,False
0,6832.03086592218,1.015894,False
0,6832.05505642052,1.020616,False
0,6832.07924691885,1.024826,False
0,6832.10343741719,1.024638,False
0,6832.12762791552,1.018491,False
0,6832.15181841386,1.009755,False
0,6832.1760089122,1.004429,False
0,6832.20019941053,1.003571,False
0,6832.22438990887,1.003631,False
0,6832.24858040721,1.002665,False
0,6832.27277090554,1.004388,False
0,6832.29696140388,1.008007,False
0,6832.32115190221,1.009132,False
0,6832.34534240055,1.004604,False
0,6832.36953289889,0.9970851,False
0,6832.39372339722,0.9926061,False
0,6832.41791389556,0.9911501,False
0,6832.44210439389,0.9883536,False
0,6832.46629489223,0.9832681,False
0,6832.49048539057,0.9796135,False
0,6832.5146758889,0.981488,False
0,6832.53886638724,0.9883026,False
0,6832.56305688557,0.9931089,False
0,6832.58724738391,0.9940554,False
0,6832.61143788224,0.9933209,False
0,6832.63562838058,0.9936172,False
0,6832.65981887892,0.9946927,False
0,6832.68400937725,0.9942655,False
0,6832.70819987559,0.9923114,False
0,6832.73239037393,0.9901895,False
0,6832.75658087226,0.9862638,False
0,6832.7807713706,0.9828447,False
0,6832.80496186893,0.9832428,False
0,6832.82915236727,0.9882251,False
0,6832.8533428656,0.9941303,False
0,6832.87753336394,0.9956243,False
0,6832.90172386228,0.9925643,False
0,6832.92591436061,0.9903766,False
0,6832.95010485895,0.9925512,False
0,6832.97429535729,0.9976818,False
0,6832.99848585562,1.001195,False
0,6833.02267635396,0.9991997,False
0,6833.0468668523,0.9925327,False
0,6833.07105735063,0.9871969,False
0,6833.09524784896,0.986173,False
0,6833.1194383473,0.9865128,False
0,6833.14362884564,0.9869194,False
0,6833.16781934397,0.988262,False
0,6833.19200984231,0.9915758,False
0,6833.21620034065,0.9959984,False
0,6833.24039083898,0.998492,False
0,6833.26458133732,0.9958963,False
0,6833.28877183565,0.9888354,False
0,6833.31296233399,0.9826933,False
0,6833.33715283233,0.9828564,False
0,6833.36134333066,0.990948,False
0,6833.385533829,1.004493,False
0,6833.40972432733,1.018542,False
0,6833.43391482567,1.027874,False
0,6833.458105324,1.028511,False
0,6833.48229582234,1.020804,False
0,6833.50648632068,1.010431,False
